id,assert_type,subject,predicate,object
L20326,relationship,I2051,mentioned in,D20326
L20327,relationship,I2052,mentioned in,D20327
L20328,relationship,I2052,mentioned in,D130735
L20329,relationship,I2052,mentioned in,D20329
L20330,relationship,I2053,mentioned in,D200325
L20331,relationship,I2053,mentioned in,D20331
L20332,relationship,I2053,mentioned in,D30394
L20333,relationship,I2053,mentioned in,D20333
L20334,relationship,I2053,mentioned in,D20334
L20335,relationship,I2053,mentioned in,D20335
L20336,relationship,I2053,mentioned in,D20336
L20337,relationship,I2053,mentioned in,D20337
L20338,relationship,I2053,mentioned in,D20338
L20339,relationship,I2053,mentioned in,D20339
L20340,relationship,I2053,mentioned in,D20340
L20341,relationship,I2053,mentioned in,D20341
L20342,relationship,I2053,mentioned in,D20356
L20343,relationship,I2053,mentioned in,D20343
L20344,relationship,I2053,mentioned in,D20344
L20345,relationship,I2053,mentioned in,D20345
L20346,relationship,I2053,mentioned in,D20346
L20347,relationship,I2053,mentioned in,D80306
L20348,relationship,I2053,mentioned in,D20348
L20349,relationship,I2053,mentioned in,D20349
L20350,relationship,I2053,mentioned in,D20350
L20351,relationship,I2053,mentioned in,D20351
L20352,relationship,I2053,mentioned in,D20352
L20353,relationship,I2053,mentioned in,D20353
L20354,relationship,I2053,mentioned in,D120290
L20355,relationship,I2053,mentioned in,D60250
L20356,relationship,I2053,mentioned in,D20356
L20357,relationship,I2053,mentioned in,D20357
L20358,relationship,I2053,mentioned in,D191266
L20359,relationship,I2053,mentioned in,D20359
L20360,relationship,I2054,mentioned in,D20337
L20361,relationship,I2054,mentioned in,D20361
L20362,relationship,I2054,mentioned in,D190794
L20363,relationship,I2054,mentioned in,D190184
L20364,relationship,I2054,mentioned in,D20353
L20365,relationship,I2054,mentioned in,D20357
L20366,relationship,I2055,mentioned in,D20366
L20367,relationship,I2055,mentioned in,D170596
L20368,relationship,I2055,mentioned in,D20368
L20369,relationship,I2055,mentioned in,D20369
L20370,relationship,I2056,mentioned in,D20370
L20371,relationship,I2057,mentioned in,D20371
L20372,relationship,I2057,mentioned in,D110310
L20373,relationship,I2057,mentioned in,D20373
L20374,relationship,I2058,mentioned in,D20374
L20375,relationship,I2058,mentioned in,D20375
L20376,relationship,I2058,mentioned in,D20376
L20377,relationship,I2058,mentioned in,D20377
L20378,relationship,I2058,mentioned in,D20378
L20379,relationship,I2058,mentioned in,D20379
L20380,relationship,I2059,mentioned in,D160407
L20381,relationship,I2059,mentioned in,D20977
L20382,relationship,I2060,mentioned in,D90305
L20384,relationship,I2061,mentioned in,D20384
L20385,relationship,I2061,mentioned in,D20385
L20386,relationship,I2061,mentioned in,D170249
L20387,relationship,I2061,mentioned in,D20387
L20388,relationship,I2061,mentioned in,D20388
L20389,relationship,I2061,mentioned in,D170495
L20390,relationship,I2061,mentioned in,D21370
L20391,relationship,I2061,mentioned in,D20391
L20392,relationship,I2061,mentioned in,D20392
L20393,relationship,I2061,mentioned in,D21273
L20394,relationship,I2061,mentioned in,D20394
L20395,relationship,I2061,mentioned in,D20395
L20396,relationship,I2061,mentioned in,D20396
L20397,relationship,I2061,mentioned in,D20397
L20398,relationship,I2061,mentioned in,D20398
L20399,relationship,I2061,mentioned in,D20399
L20400,relationship,I2061,mentioned in,D20400
L20401,relationship,I2061,mentioned in,D170496
L20402,relationship,I2061,mentioned in,D20402
L20403,relationship,I2061,mentioned in,D10305
L20405,relationship,I2061,mentioned in,D20404
L20406,relationship,I2061,mentioned in,D20406
L20407,relationship,I2061,mentioned in,D10082
L20408,relationship,I2061,mentioned in,D20408
L20409,relationship,I2061,mentioned in,D20409
L20410,relationship,I2061,mentioned in,D40199
L20411,relationship,I2061,mentioned in,D170497
L20412,relationship,I2061,mentioned in,D20412
L20413,relationship,I2062,mentioned in,D130177
L20414,relationship,I2063,mentioned in,D20414
L20415,relationship,I2064,mentioned in,D20415
L20416,relationship,I2064,mentioned in,D20416
L20417,relationship,I2064,mentioned in,D20417
L20418,relationship,I2064,mentioned in,D30271
L20419,relationship,I2064,mentioned in,D20419
L20420,relationship,I2065,mentioned in,D20420
L20421,relationship,I2065,mentioned in,D20940
L20422,relationship,I2065,mentioned in,D20422
L20423,relationship,I2066,mentioned in,D160459
L20424,relationship,I2067,mentioned in,D30647
L20425,relationship,I2067,mentioned in,D190538
L20426,relationship,I2068,mentioned in,D20426
L20427,relationship,I2068,mentioned in,D30055
L20428,relationship,I2068,mentioned in,D20428
L20429,relationship,I2068,mentioned in,D20429
L20430,relationship,I2069,mentioned in,D80266
L20431,relationship,I2069,mentioned in,D80267
L20432,relationship,I2069,mentioned in,D130672
L20433,relationship,I2069,mentioned in,D20433
L20434,relationship,I2069,mentioned in,D20434
L20435,relationship,I2069,mentioned in,D20435
L20436,relationship,I2069,mentioned in,D191089
L20437,relationship,I2069,mentioned in,D20437
L20438,relationship,I2069,mentioned in,D20438
L20439,relationship,I2069,mentioned in,D20439
L20440,relationship,I2070,mentioned in,D20440
L20441,relationship,I2070,mentioned in,D90112
L20442,relationship,I2071,mentioned in,D20442
L20443,relationship,I2071,mentioned in,D21400
L20444,relationship,I2071,mentioned in,D190556
L20445,relationship,I2071,mentioned in,D140018
L20446,relationship,I2071,mentioned in,D10299
L20447,relationship,I2071,mentioned in,D20447
L20448,relationship,I2071,mentioned in,D20448
L20449,relationship,I2071,mentioned in,D170192
L20450,relationship,I2072,mentioned in,D20450
L20451,relationship,I2072,mentioned in,D200326
L20452,relationship,I2073,mentioned in,D110170
L20453,relationship,I2073,mentioned in,D20453
L20454,relationship,I2074,mentioned in,D20132
L20455,relationship,I2075,mentioned in,D20455
L20456,relationship,I2076,mentioned in,D20455
L20457,relationship,I2076,mentioned in,D20457
L20458,relationship,I2077,mentioned in,D20455
L20459,relationship,I2078,mentioned in,D20455
L20460,relationship,I2079,mentioned in,D20460
L20461,relationship,I2079,mentioned in,D20461
L20462,relationship,I2080,mentioned in,D120388
L20463,relationship,I2080,mentioned in,D20463
L20464,relationship,I2080,mentioned in,D20464
L20465,relationship,I2080,mentioned in,D160251
L20466,relationship,I2080,mentioned in,D80382
L20467,relationship,I2081,mentioned in,D20467
L20468,relationship,I2081,mentioned in,D50062
L20469,relationship,I2082,mentioned in,D20263
L20470,relationship,I2082,mentioned in,D20470
L20471,relationship,I2082,mentioned in,D20471
L20472,relationship,I2082,mentioned in,D20472
L20473,relationship,I2082,mentioned in,D20473
L20474,relationship,I2082,mentioned in,D20474
L20475,relationship,I2082,mentioned in,D20475
L20476,relationship,I2082,mentioned in,D20476
L20477,relationship,I2082,mentioned in,D20477
L20478,relationship,I2082,mentioned in,D160336
L20479,relationship,I2082,mentioned in,D20479
L20480,relationship,I2083,mentioned in,D20480
L20481,relationship,I2083,mentioned in,D50099
L20482,relationship,I2083,mentioned in,D20482
L20483,relationship,I2083,mentioned in,D20483
L20484,relationship,I2084,mentioned in,D20484
L20485,relationship,I2084,mentioned in,D20485
L20486,relationship,I2084,mentioned in,D20486
L20487,relationship,I2084,mentioned in,D20487
L20488,relationship,I2084,mentioned in,D20488
L20489,relationship,I2084,mentioned in,D20489
L20490,relationship,I2085,mentioned in,D20490
L20491,relationship,I2085,mentioned in,D20491
L20493,relationship,I2085,mentioned in,D20493
L20494,relationship,I2086,mentioned in,D20494
L20495,relationship,I2086,mentioned in,D191654
L20496,relationship,I2087,mentioned in,D30086
L20497,relationship,I2087,mentioned in,D20497
L20498,relationship,I2087,mentioned in,D20494
L20499,relationship,I2087,mentioned in,D20499
L20500,relationship,I2087,mentioned in,D20500
L20501,relationship,I2087,mentioned in,D120089
L20502,relationship,I2087,mentioned in,D20502
L20503,relationship,I2087,mentioned in,D80640
L20504,relationship,I2087,mentioned in,D20504
L20505,relationship,I2088,mentioned in,D21147
L20506,relationship,I2089,mentioned in,D20506
L20507,relationship,I2089,mentioned in,D20507
L20508,relationship,I2089,mentioned in,D20508
L20509,relationship,I2089,mentioned in,D20509
L20510,relationship,I2090,mentioned in,D40231
L20511,relationship,I2090,mentioned in,D20484
L20512,relationship,I2090,mentioned in,D20512
L20513,relationship,I2090,mentioned in,D20513
L20514,relationship,I2091,mentioned in,D170017
L20515,relationship,I2091,mentioned in,D20515
L20516,relationship,I2092,mentioned in,D20516
L20517,relationship,I2093,mentioned in,D10304
L20518,relationship,I2094,mentioned in,D20518
L20519,relationship,I2095,mentioned in,D60326
L20520,relationship,I2096,mentioned in,D160502
L20521,relationship,I2097,mentioned in,D130661
L20522,relationship,I2098,mentioned in,D40108
L20523,relationship,I2099,mentioned in,D20523
L20524,relationship,I2100,mentioned in,D20524
L20525,relationship,I2100,mentioned in,D20525
L20526,relationship,I2100,mentioned in,D20526
L20527,relationship,I2100,mentioned in,D20527
L20528,relationship,I2100,mentioned in,D20528
L20529,relationship,I2100,mentioned in,D20529
L20530,relationship,I2101,mentioned in,D190275
L20531,relationship,I2101,mentioned in,D20531
L20532,relationship,I2102,mentioned in,D20532
L20533,relationship,I2103,mentioned in,D230443
L20534,relationship,I2104,mentioned in,D20534
L20535,relationship,I2104,mentioned in,D40263
L20536,relationship,I2104,mentioned in,D230431
L20537,relationship,I2104,mentioned in,D20537
L20538,relationship,I2105,mentioned in,D160094
L20539,relationship,I2106,mentioned in,D20539
L20540,relationship,I2107,mentioned in,D20540
L20541,relationship,I2108,mentioned in,D20541
L20542,relationship,I2108,mentioned in,D50056
L20543,relationship,I2108,mentioned in,D140076
L20544,relationship,I2109,mentioned in,D20544
L20545,relationship,I2109,mentioned in,D30627
L20546,relationship,I2110,mentioned in,D190321
L20547,relationship,I2110,mentioned in,D20547
L20548,relationship,I2110,mentioned in,D190322
L20549,relationship,I2110,mentioned in,D20549
L20550,relationship,I2110,mentioned in,D20550
L20551,relationship,I2110,mentioned in,D20551
L20552,relationship,I2110,mentioned in,D130513
L20553,relationship,I2110,mentioned in,D160161
L20554,relationship,I2110,mentioned in,D200481
L20555,relationship,I2110,mentioned in,D20555
L20556,relationship,I2110,mentioned in,D20556
L20557,relationship,I2110,mentioned in,D70066
L20558,relationship,I2110,mentioned in,D170176
L20559,relationship,I2110,mentioned in,D20559
L20560,relationship,I2110,mentioned in,D130870
L20561,relationship,I2110,mentioned in,D130872
L20562,relationship,I2110,mentioned in,D20562
L20563,relationship,I2110,mentioned in,D130878
L20564,relationship,I2110,mentioned in,D20564
L20565,relationship,I2110,mentioned in,D30199
L20566,relationship,I2110,mentioned in,D130876
L20567,relationship,I2110,mentioned in,D20567
L20568,relationship,I2110,mentioned in,D80919
L20569,relationship,I2110,mentioned in,D90024
L20570,relationship,I2110,mentioned in,D20570
L20571,relationship,I2110,mentioned in,D20571
L20572,relationship,I2110,mentioned in,D20572
L20573,relationship,I2110,mentioned in,D30197
L20574,relationship,I2110,mentioned in,D20574
L20575,relationship,I2111,mentioned in,D80100
L20576,relationship,I2112,mentioned in,D20576
L20577,relationship,I2112,mentioned in,D160574
L20578,relationship,I2113,mentioned in,D20578
L20579,relationship,I2113,mentioned in,D160053
L20580,relationship,I2114,mentioned in,D130648
L20581,relationship,I2115,mentioned in,D20750
L20582,relationship,I2115,mentioned in,D20582
L20583,relationship,I2115,mentioned in,D20583
L20584,relationship,I2115,mentioned in,D20584
L20585,relationship,I2115,mentioned in,D20585
L20586,relationship,I2115,mentioned in,D20586
L20587,relationship,I2116,mentioned in,D231060
L20588,relationship,I2116,mentioned in,D160299
L20589,relationship,I2116,mentioned in,D170268
L20590,relationship,I2116,mentioned in,D20590
L20591,relationship,I2116,mentioned in,D20591
L20592,relationship,I2116,mentioned in,D90305
L20593,relationship,I2116,mentioned in,D170267
L20594,relationship,I2117,mentioned in,D20594
L20595,relationship,I2117,mentioned in,D20595
L20596,relationship,I2117,mentioned in,D20596
L20597,relationship,I2117,mentioned in,D200279
L20598,relationship,I2117,mentioned in,D20598
L20599,relationship,I2117,mentioned in,D160332
L20600,relationship,I2117,mentioned in,D20600
L20601,relationship,I2117,mentioned in,D20601
L20602,relationship,I2117,mentioned in,D20602
L20603,relationship,I2117,mentioned in,D20603
L20604,relationship,I2117,mentioned in,D50225
L20605,relationship,I2118,mentioned in,D50205
L20606,relationship,I2119,mentioned in,D20606
L20607,relationship,I2120,mentioned in,D20607
L20608,relationship,I2121,mentioned in,D140116
L20609,relationship,I2121,mentioned in,D20607
L20610,relationship,I2122,mentioned in,D20610
L20611,relationship,I2123,mentioned in,D70089
L20612,relationship,I2124,mentioned in,D20612
L20613,relationship,I2125,mentioned in,D20613
L20614,relationship,I2126,mentioned in,D20614
L20615,relationship,I2126,mentioned in,D191377
L20616,relationship,I2126,mentioned in,D20616
L20617,relationship,I2126,mentioned in,D20617
L20618,relationship,I2126,mentioned in,D20618
L20619,relationship,I2126,mentioned in,D20619
L20620,relationship,I2127,mentioned in,D190332
L20621,relationship,I2127,mentioned in,D20621
L20622,relationship,I2128,mentioned in,D20622
L20623,relationship,I2129,mentioned in,D20376
L20624,relationship,I2129,mentioned in,D20624
L20625,relationship,I2129,mentioned in,D20625
L20626,relationship,I2129,mentioned in,D20626
L20627,relationship,I2130,mentioned in,D20627
L20628,relationship,I2130,mentioned in,D191486
L20629,relationship,I2131,mentioned in,D20361
L20630,relationship,I2131,mentioned in,D10023
L20631,relationship,I2132,mentioned in,D20631
L20632,relationship,I2132,mentioned in,D160145
L20633,relationship,I2132,mentioned in,D20633
L20634,relationship,I2132,mentioned in,D160408
L20635,relationship,I2132,mentioned in,D20635
L20636,relationship,I2133,mentioned in,D20636
L20637,relationship,I2133,mentioned in,D60526
L20638,relationship,I2134,mentioned in,D20748
L20639,relationship,I2135,mentioned in,D20639
L20640,relationship,I2135,mentioned in,D20640
L20641,relationship,I2136,mentioned in,D170600
L20642,relationship,I2137,mentioned in,D20642
L20643,relationship,I2138,mentioned in,D20643
L20644,relationship,I2139,mentioned in,D10069
L20645,relationship,I2140,mentioned in,D60158
L20646,relationship,I2140,mentioned in,D20646
L20647,relationship,I2140,mentioned in,D20647
L20648,relationship,I2141,mentioned in,D20648
L20649,relationship,I2142,mentioned in,D20649
L20650,relationship,I2142,mentioned in,D20650
L20651,relationship,I2143,mentioned in,D110640
L20652,relationship,I2144,mentioned in,D110641
L20653,relationship,I2144,mentioned in,D120501
L20654,relationship,I2144,mentioned in,D110640
L20655,relationship,I2145,mentioned in,D190043
L20656,relationship,I2145,mentioned in,D20656
L20657,relationship,I2146,mentioned in,D140107
L20658,relationship,I2146,mentioned in,D140106
L20659,relationship,I2147,mentioned in,D160328
L20660,relationship,I2147,mentioned in,D191456
L20661,relationship,I2148,mentioned in,D140009
L20662,relationship,I2148,mentioned in,D20662
L20663,relationship,I2149,mentioned in,D20663
L20664,relationship,I2150,mentioned in,D130112
L20665,relationship,I2150,mentioned in,D20665
L20666,relationship,I2150,mentioned in,D90237
L20667,relationship,I2150,mentioned in,D20675
L20668,relationship,I2150,mentioned in,D20668
L20669,relationship,I2150,mentioned in,D20669
L20670,relationship,I2150,mentioned in,D20670
