id,assert_type,subject,predicate,object
L120148,relationship,I12030,mentioned in,D190944
L120149,relationship,I12030,mentioned in,D230519
L120150,relationship,I12030,mentioned in,D120150
L120151,relationship,I12030,mentioned in,D20631
L120152,relationship,I12030,mentioned in,D210025
L120153,relationship,I12030,mentioned in,D170588
L120154,relationship,I12030,mentioned in,D190582
L120155,relationship,I12030,mentioned in,D120155
L120156,relationship,I12030,mentioned in,D231009
L120157,relationship,I12030,mentioned in,D200049
L120158,relationship,I12030,mentioned in,D120158
L120159,relationship,I12030,mentioned in,D120159
L120160,relationship,I12030,mentioned in,D130309
L120161,relationship,I12030,mentioned in,D120161
L120162,relationship,I12030,mentioned in,D120162
L120163,relationship,I12030,mentioned in,D120163
L120164,relationship,I12030,mentioned in,D210029
L120165,relationship,I12030,mentioned in,D70119
L120166,relationship,I12031,mentioned in,D20720
L120167,relationship,I12032,mentioned in,D80077
L120168,relationship,I12032,mentioned in,D200236
L120169,relationship,I12033,mentioned in,D120169
L120170,relationship,I12033,mentioned in,D190069
L120171,relationship,I12033,mentioned in,D80369
L120172,relationship,I12033,mentioned in,D190776
L120173,relationship,I12033,mentioned in,D20720
L120174,relationship,I12034,mentioned in,D40133
L120175,relationship,I12034,mentioned in,D20720
L120176,relationship,I12035,mentioned in,D30011
L120177,relationship,I12035,mentioned in,D20052
L120178,relationship,I12036,mentioned in,D160017
L120179,relationship,I12036,mentioned in,D120179
L120180,relationship,I12036,mentioned in,D120180
L120183,relationship,I12036,mentioned in,D20625
L120184,relationship,I12036,mentioned in,D120184
L120185,relationship,I12036,mentioned in,D140055
L120186,relationship,I12036,mentioned in,D191517
L120187,relationship,I12036,mentioned in,D230205
L120188,relationship,I12036,mentioned in,D80019
L120189,relationship,I12036,mentioned in,D21211
L120190,relationship,I12036,mentioned in,D120190
L120191,relationship,I12036,mentioned in,D40164
L120192,relationship,I12036,mentioned in,D120210
L120193,relationship,I12036,mentioned in,D170614
L120194,relationship,I12036,mentioned in,D120194
L120195,relationship,I12036,mentioned in,D160055
L120196,relationship,I12036,mentioned in,D120196
L120197,relationship,I12036,mentioned in,D70262
L120198,relationship,I12036,mentioned in,D120198
L120199,relationship,I12036,mentioned in,D80017
L120200,relationship,I12036,mentioned in,D120200
L120201,relationship,I12036,mentioned in,D120201
L120202,relationship,I12036,mentioned in,D190853
L120203,relationship,I12036,mentioned in,D20051
L120204,relationship,I12036,mentioned in,D120204
L120205,relationship,I12036,mentioned in,D120205
L120206,relationship,I12037,mentioned in,D191521
L120207,relationship,I12037,mentioned in,D230018
L120208,relationship,I12037,mentioned in,D30610
L120209,relationship,I12037,mentioned in,D120209
L120210,relationship,I12037,mentioned in,D120210
L120211,relationship,I12038,mentioned in,D120211
L120212,relationship,I12039,mentioned in,D120212
L120213,relationship,I12040,mentioned in,D80950
L120214,relationship,I12040,mentioned in,D160238
L120215,relationship,I12040,mentioned in,D160237
L120216,relationship,I12040,mentioned in,D120216
L120217,relationship,I12041,mentioned in,D130042
L120218,relationship,I12042,mentioned in,D120218
L120219,relationship,I12042,mentioned in,D90108
L120220,relationship,I12042,mentioned in,D30233
L120221,relationship,I12043,mentioned in,D80234
L120222,relationship,I12043,mentioned in,D230015
L120223,relationship,I12044,mentioned in,D191021
L120224,relationship,I12044,mentioned in,D190243
L120225,relationship,I12044,mentioned in,D120225
L120226,relationship,I12044,mentioned in,D120226
L120227,relationship,I12044,mentioned in,D120227
L120228,relationship,I12044,mentioned in,D191022
L120229,relationship,I12044,mentioned in,D120229
L120230,relationship,I12044,mentioned in,D191023
L120231,relationship,I12044,mentioned in,D120231
L120232,relationship,I12045,mentioned in,D120232
L120233,relationship,I12045,mentioned in,D120233
L120234,relationship,I12045,mentioned in,D20595
L120235,relationship,I12045,mentioned in,D191312
L120236,relationship,I12045,mentioned in,D170589
L120237,relationship,I12045,mentioned in,D110434
L120238,relationship,I12045,mentioned in,D120238
L120239,relationship,I12045,mentioned in,D200234
L120240,relationship,I12045,mentioned in,D200235
L120241,relationship,I12045,mentioned in,D20050
L120242,relationship,I12045,mentioned in,D120242
L120243,relationship,I12045,mentioned in,D20049
L120244,relationship,I12045,mentioned in,D20035
L120245,relationship,I12045,mentioned in,D120245
L120246,relationship,I12045,mentioned in,D20003
L120247,relationship,I12045,mentioned in,D250021
L120248,relationship,I12045,mentioned in,D191205
L120249,relationship,I12045,mentioned in,D120249
L120250,relationship,I12045,mentioned in,D110352
L120251,relationship,I12045,mentioned in,D30010
L120252,relationship,I12045,mentioned in,D120252
L120253,relationship,I12045,mentioned in,D120253
L120254,relationship,I12045,mentioned in,D120254
L120255,relationship,I12045,mentioned in,D120255
L120256,relationship,I12045,mentioned in,D190664
L120257,relationship,I12045,mentioned in,D191595
L120258,relationship,I12045,mentioned in,D230108
L120259,relationship,I12045,mentioned in,D110084
L120260,relationship,I12045,mentioned in,D130247
L120261,relationship,I12045,mentioned in,D120261
L120262,relationship,I12045,mentioned in,D190658
L120263,relationship,I12045,mentioned in,D90192
L120265,relationship,I12045,mentioned in,D20001
L120266,relationship,I12046,mentioned in,D120266
L120267,relationship,I12047,mentioned in,D120267
L120268,relationship,I12047,mentioned in,D190147
L120269,relationship,I12047,mentioned in,D140042
L120270,relationship,I12047,mentioned in,D120270
L120271,relationship,I12047,mentioned in,D190149
L120272,relationship,I12047,mentioned in,D140046
L120273,relationship,I12047,mentioned in,D140222
L120274,relationship,I12047,mentioned in,D190144
L120275,relationship,I12047,mentioned in,D30602
L120276,relationship,I12048,mentioned in,D130262
L120277,relationship,I12048,mentioned in,D70111
L120278,relationship,I12049,mentioned in,D120278
L120279,relationship,I12049,mentioned in,D120279
L120280,relationship,I12049,mentioned in,D191495
L120281,relationship,I12049,mentioned in,D250049
L120282,relationship,I12049,mentioned in,D120282
L120283,relationship,I12050,mentioned in,D120283
L120284,relationship,I12050,mentioned in,D120284
L120285,relationship,I12050,mentioned in,D60257
L120286,relationship,I12051,mentioned in,D40212
L120287,relationship,I12052,mentioned in,D191348
L120288,relationship,I12052,mentioned in,D230426
L120289,relationship,I12052,mentioned in,D120289
L120290,relationship,I12052,mentioned in,D120290
L120291,relationship,I12053,mentioned in,D160071
L120292,relationship,I12053,mentioned in,D120292
L120293,relationship,I12054,mentioned in,D120293
L120294,relationship,I12054,mentioned in,D230939
L120295,relationship,I12055,mentioned in,D120295
L120296,relationship,I12055,mentioned in,D120449
L120297,relationship,I12055,mentioned in,D120297
L120298,relationship,I12056,mentioned in,D30162
L120299,relationship,I12057,mentioned in,D10160
L120300,relationship,I12058,mentioned in,D120300
L120301,relationship,I12058,mentioned in,D230430
L120302,relationship,I12059,mentioned in,D120302
L120303,relationship,I12060,mentioned in,D120303
L120304,relationship,I12060,mentioned in,D191027
L120305,relationship,I12061,mentioned in,D230340
L120306,relationship,I12062,mentioned in,D30464
L120307,relationship,I12063,mentioned in,D120307
L120308,relationship,I12064,mentioned in,D230373
L120309,relationship,I12064,mentioned in,D30686
L120310,relationship,I12064,mentioned in,D10318
L120311,relationship,I12064,mentioned in,D130753
L120312,relationship,I12065,mentioned in,D170159
L120313,relationship,I12066,mentioned in,D120313
L120314,relationship,I12067,mentioned in,D191028
L120315,relationship,I12067,mentioned in,D120315
L120316,relationship,I12068,mentioned in,D190438
L120317,relationship,I12068,mentioned in,D80382
L120318,relationship,I12069,mentioned in,D191660
L120319,relationship,I12070,mentioned in,D120319
L120320,relationship,I12071,mentioned in,D120319
L120321,relationship,I12071,mentioned in,D120343
L120322,relationship,I12071,mentioned in,D80126
L120323,relationship,I12072,mentioned in,D191029
L120324,relationship,I12073,mentioned in,D40357
L120325,relationship,I12074,mentioned in,D120325
L120326,relationship,I12074,mentioned in,D160411
L120327,relationship,I12074,mentioned in,D80214
L120328,relationship,I12075,mentioned in,D120328
L120329,relationship,I12076,mentioned in,D20293
L120330,relationship,I12077,mentioned in,D120330
L120331,relationship,I12078,mentioned in,D120331
L120332,relationship,I12078,mentioned in,D140082
L120333,relationship,I12078,mentioned in,D120333
L120334,relationship,I12078,mentioned in,D130512
L120335,relationship,I12078,mentioned in,D30045
L120336,relationship,I12079,mentioned in,D120336
L120337,relationship,I12080,mentioned in,D120336
L120338,relationship,I12081,mentioned in,D80355
L120339,relationship,I12081,mentioned in,D120339
L120341,relationship,I12083,mentioned in,D120117
L120342,relationship,I12084,mentioned in,D130668
L120343,relationship,I12085,mentioned in,D120343
L120344,relationship,I12085,mentioned in,D120344
L120345,relationship,I12086,mentioned in,D80845
L120346,relationship,I12086,mentioned in,D40087
L120347,relationship,I12086,mentioned in,D120347
L120348,relationship,I12086,mentioned in,D120348
L120349,relationship,I12087,mentioned in,D80202
L120350,relationship,I12088,mentioned in,D130525
L120351,relationship,I12089,mentioned in,D120351
L120352,relationship,I12089,mentioned in,D120352
L120353,relationship,I12089,mentioned in,D120353
L120354,relationship,I12090,mentioned in,D120354
L120355,relationship,I12090,mentioned in,D120355
L120356,relationship,I12090,mentioned in,D120356
L120357,relationship,I12091,mentioned in,D130152
L120358,relationship,I12091,mentioned in,D120358
L120359,relationship,I12091,mentioned in,D160258
L120360,relationship,I12092,mentioned in,D120360
L120361,relationship,I12092,mentioned in,D21271
L120362,relationship,I12093,mentioned in,D70041
L120363,relationship,I12094,mentioned in,D120363
L120364,relationship,I12094,mentioned in,D20586
L120365,relationship,I12095,mentioned in,D10101
L120366,relationship,I12096,mentioned in,D120366
L120367,relationship,I12096,mentioned in,D160523
L120368,relationship,I12096,mentioned in,D120368
L120369,relationship,I12096,mentioned in,D130825
L120370,relationship,I12096,mentioned in,D190370
L120371,relationship,I12096,mentioned in,D200232
L120372,relationship,I12096,mentioned in,D120372
L120373,relationship,I12096,mentioned in,D130826
L120374,relationship,I12096,mentioned in,D120252
L120375,relationship,I12096,mentioned in,D120255
L120376,relationship,I12096,mentioned in,D120376
L120377,relationship,I12096,mentioned in,D30590
L120378,relationship,I12096,mentioned in,D30591
L120379,relationship,I12096,mentioned in,D120379
L120380,relationship,I12096,mentioned in,D200092
L120381,relationship,I12096,mentioned in,D160318
L120382,relationship,I12096,mentioned in,D120382
L120383,relationship,I12096,mentioned in,D120383
L120384,relationship,I12096,mentioned in,D50149
L120385,relationship,I12096,mentioned in,D120385
L120386,relationship,I12096,mentioned in,D50150
L120387,relationship,I12096,mentioned in,D20463
L120388,relationship,I12096,mentioned in,D120388
L120389,relationship,I12096,mentioned in,D120389
L120390,relationship,I12096,mentioned in,D120390
L120391,relationship,I12096,mentioned in,D21433
L120392,relationship,I12096,mentioned in,D20619
L120393,relationship,I12096,mentioned in,D20464
L120394,relationship,I12096,mentioned in,D50074
L120395,relationship,I12096,mentioned in,D120395
L120396,relationship,I12096,mentioned in,D20047
L120397,relationship,I12096,mentioned in,D190469
L120398,relationship,I12097,mentioned in,D130031
L120399,relationship,I12097,mentioned in,D120399
L120400,relationship,I12098,mentioned in,D120303
L120401,relationship,I12098,mentioned in,D250135
L120402,relationship,I12099,mentioned in,D120402
L120403,relationship,I12099,mentioned in,D120403
L120404,relationship,I12100,mentioned in,D60437
L120405,relationship,I12101,mentioned in,D20318
L120406,relationship,I12101,mentioned in,D120406
L120407,relationship,I12101,mentioned in,D230068
L120408,relationship,I12101,mentioned in,D130737
L120409,relationship,I12101,mentioned in,D230071
L120410,relationship,I12101,mentioned in,D190211
L120411,relationship,I12101,mentioned in,D190212
L120412,relationship,I12102,mentioned in,D130620
L120413,relationship,I12103,mentioned in,D30196
L120414,relationship,I12103,mentioned in,D170230
L120415,relationship,I12103,mentioned in,D190056
L120416,relationship,I12103,mentioned in,D120416
L120417,relationship,I12103,mentioned in,D191232
L120418,relationship,I12103,mentioned in,D120418
L120420,relationship,I12104,mentioned in,D230816
L120421,relationship,I12104,mentioned in,D200311
L120422,relationship,I12105,mentioned in,D230680
L120423,relationship,I12106,mentioned in,D120423
L120424,relationship,I12106,mentioned in,D120424
L120425,relationship,I12106,mentioned in,D80215
L120426,relationship,I12106,mentioned in,D230435
L120427,relationship,I12106,mentioned in,D130008
L120428,relationship,I12106,mentioned in,D120428
L120429,relationship,I12106,mentioned in,D20046
L120430,relationship,I12107,mentioned in,D30126
L120431,relationship,I12107,mentioned in,D120431
L120432,relationship,I12108,mentioned in,D190653
L120433,relationship,I12108,mentioned in,D120073
L120434,relationship,I12109,mentioned in,D110301
L120435,relationship,I12109,mentioned in,D110553
L120436,relationship,I12109,mentioned in,D110456
L120437,relationship,I12109,mentioned in,D200106
L120438,relationship,I12109,mentioned in,D110181
L120439,relationship,I12109,mentioned in,D120439
L120440,relationship,I12109,mentioned in,D200105
L120441,relationship,I12110,mentioned in,D21119
L120442,relationship,I12110,mentioned in,D120442
L120443,relationship,I12111,mentioned in,D191018
L120444,relationship,I12111,mentioned in,D130701
L120445,relationship,I12111,mentioned in,D120445
L120446,relationship,I12111,mentioned in,D130773
L120447,relationship,I12112,mentioned in,D120447
L120448,relationship,I12113,mentioned in,D120448
L120449,relationship,I12113,mentioned in,D120449
L120450,relationship,I12113,mentioned in,D120099
L120451,relationship,I12114,mentioned in,D120451
L120452,relationship,I12114,mentioned in,D230867
L120453,relationship,I12115,mentioned in,D90179
L120454,relationship,I12116,mentioned in,D170184
L120455,relationship,I12116,mentioned in,D120344
L120456,relationship,I12116,mentioned in,D120456
L120457,relationship,I12116,mentioned in,D20045
L120458,relationship,I12116,mentioned in,D120458
L120459,relationship,I12117,mentioned in,D120458
L120460,relationship,I12118,mentioned in,D120460
L120461,relationship,I12118,mentioned in,D191602
L120462,relationship,I12118,mentioned in,D170390
L120463,relationship,I12118,mentioned in,D120463
L120464,relationship,I12118,mentioned in,D120484
L120465,relationship,I12118,mentioned in,D170229
L120466,relationship,I12118,mentioned in,D120483
L120467,relationship,I12118,mentioned in,D190846
L120468,relationship,I12118,mentioned in,D190971
L120469,relationship,I12118,mentioned in,D110396
L120470,relationship,I12118,mentioned in,D160193
L120471,relationship,I12118,mentioned in,D120471
L120472,relationship,I12118,mentioned in,D70405
L120473,relationship,I12118,mentioned in,D140046
L120475,relationship,I12118,mentioned in,D110696
L120476,relationship,I12118,mentioned in,D110523
L120477,relationship,I12118,mentioned in,D120481
L120478,relationship,I12118,mentioned in,D120478
L120479,relationship,I12119,mentioned in,D120267
L120480,relationship,I12119,mentioned in,D191602
L120481,relationship,I12119,mentioned in,D120481
L120482,relationship,I12119,mentioned in,D70405
L120483,relationship,I12119,mentioned in,D120483
L120484,relationship,I12119,mentioned in,D120484
L120485,relationship,I12120,mentioned in,D190632
L120486,relationship,I12121,mentioned in,D170339
L120487,relationship,I12121,mentioned in,D120487
L120488,relationship,I12122,mentioned in,D120488
L120489,relationship,I12122,mentioned in,D120489
L120490,relationship,I12123,mentioned in,D110252
L120491,relationship,I12124,mentioned in,D20338
L120492,relationship,I12138,mentioned in,D120492
L120493,relationship,I12126,mentioned in,D120493
L120494,relationship,I12127,mentioned in,D120494
L120495,relationship,I12128,mentioned in,D120495
L120496,relationship,I12129,mentioned in,D20317
L120497,relationship,I12129,mentioned in,D120497
L120498,relationship,I12129,mentioned in,D190340
L120499,relationship,I12130,mentioned in,D60028
L120500,relationship,I12130,mentioned in,D50181
L120501,relationship,I12131,mentioned in,D120501
L120502,relationship,I12131,mentioned in,D190365
L120503,relationship,I12132,mentioned in,D120503
L120504,relationship,I12133,mentioned in,D120504
L120505,relationship,I12133,mentioned in,D190619
L120506,relationship,I12134,mentioned in,D170023
L120507,relationship,I12135,mentioned in,D190864
L120508,relationship,I12135,mentioned in,D10185
L120509,relationship,I12135,mentioned in,D190259
L120510,relationship,I12135,mentioned in,D190894
L120511,relationship,I12135,mentioned in,D191017
L120512,relationship,I12136,mentioned in,D20325
L120513,relationship,I12137,mentioned in,D120513
L120514,relationship,I12137,mentioned in,D120514
L120515,relationship,I12137,mentioned in,D120515
L120516,relationship,I12137,mentioned in,D160555
L120517,relationship,I12138,mentioned in,D30614
L120518,relationship,I12138,mentioned in,D191016
L130001,relationship,I13001,mentioned in,D120030
L130002,relationship,I13002,mentioned in,D30613
L130003,relationship,I13003,mentioned in,D130003
L130004,relationship,I13004,mentioned in,D130004
L130005,relationship,I13004,mentioned in,D80455
L130006,relationship,I13005,mentioned in,D130006
L130007,relationship,I13006,mentioned in,D130007
L130008,relationship,I13007,mentioned in,D130008
L130009,relationship,I13007,mentioned in,D160217
L130010,relationship,I13007,mentioned in,D130010
L130011,relationship,I13008,mentioned in,D20633
L130012,relationship,I13008,mentioned in,D130012
L130013,relationship,I13008,mentioned in,D30527
L130014,relationship,I13008,mentioned in,D80480
L130015,relationship,I13008,mentioned in,D170580
L130016,relationship,I13009,mentioned in,D130016
L130017,relationship,I13009,mentioned in,D160052
L130018,relationship,I13009,mentioned in,D170216
L130019,relationship,I13009,mentioned in,D191532
L130021,relationship,I13010,mentioned in,D40347
L130022,relationship,I13010,mentioned in,D130022
L130023,relationship,I13011,mentioned in,D130023
L130024,relationship,I13011,mentioned in,D130024
L130025,relationship,I13011,mentioned in,D190829
L130026,relationship,I13011,mentioned in,D170344
L130027,relationship,I13012,mentioned in,D10091
L130028,relationship,I13012,mentioned in,D130028
L130029,relationship,I13012,mentioned in,D120399
L130030,relationship,I13012,mentioned in,D130030
L130031,relationship,I13012,mentioned in,D130031
L130032,relationship,I13013,mentioned in,D160106
L130033,relationship,I13013,mentioned in,D130033
L130034,relationship,I13013,mentioned in,D160108
L130035,relationship,I13013,mentioned in,D160105
L130036,relationship,I13014,mentioned in,D130036
L130037,relationship,I13015,mentioned in,D130037
L130038,relationship,I13016,mentioned in,D191249
L130039,relationship,I13017,mentioned in,D130563
L130040,relationship,I13018,mentioned in,D70087
L130041,relationship,I13018,mentioned in,D70088
L130042,relationship,I13019,mentioned in,D130042
L130043,relationship,I13020,mentioned in,D130043
L130044,relationship,I13021,mentioned in,D130044
L130045,relationship,I13022,mentioned in,D130045
L130046,relationship,I13022,mentioned in,D130046
L130047,relationship,I13022,mentioned in,D191115
L130048,relationship,I13022,mentioned in,D130048
L130049,relationship,I13022,mentioned in,D130049
L130050,relationship,I13022,mentioned in,D130050
L130051,relationship,I13022,mentioned in,D130051
L130052,relationship,I13022,mentioned in,D50230
L130053,relationship,I13022,mentioned in,D130053
L130054,relationship,I13022,mentioned in,D191132
L130055,relationship,I13022,mentioned in,D130055
L130056,relationship,I13022,mentioned in,D130056
L130057,relationship,I13022,mentioned in,D190140
L130058,relationship,I13023,mentioned in,D80442
L130059,relationship,I13024,mentioned in,D130118
L130060,relationship,I13024,mentioned in,D130060
L130061,relationship,I13024,mentioned in,D191119
L130062,relationship,I13024,mentioned in,D130062
L130063,relationship,I13024,mentioned in,D130063
L130064,relationship,I13024,mentioned in,D130064
L130065,relationship,I13024,mentioned in,D10255
L130066,relationship,I13024,mentioned in,D130066
L130067,relationship,I13024,mentioned in,D130067
L130068,relationship,I13024,mentioned in,D190209
L130069,relationship,I13024,mentioned in,D190075
L130070,relationship,I13024,mentioned in,D160540
L130071,relationship,I13024,mentioned in,D130071
L130072,relationship,I13024,mentioned in,D70311
L130073,relationship,I13024,mentioned in,D20151
L130074,relationship,I13024,mentioned in,D130074
L130075,relationship,I13024,mentioned in,D30732
L130076,relationship,I13024,mentioned in,D60060
L130077,relationship,I13024,mentioned in,D190890
L130078,relationship,I13024,mentioned in,D130078
L130079,relationship,I13024,mentioned in,D170403
L130080,relationship,I13024,mentioned in,D80615
L130081,relationship,I13024,mentioned in,D190851
L130082,relationship,I13025,mentioned in,D130089
L130083,relationship,I13025,mentioned in,D160068
L130084,relationship,I13025,mentioned in,D130091
L130085,relationship,I13025,mentioned in,D20527
L130086,relationship,I13025,mentioned in,D130086
L130087,relationship,I13026,mentioned in,D160068
L130088,relationship,I13027,mentioned in,D130088
L130089,relationship,I13027,mentioned in,D130089
L130090,relationship,I13027,mentioned in,D60275
L130091,relationship,I13027,mentioned in,D130091
L130092,relationship,I13027,mentioned in,D130092
L130093,relationship,I13027,mentioned in,D130093
L130094,relationship,I13027,mentioned in,D191420
L130095,relationship,I13027,mentioned in,D60448
L130096,relationship,I13027,mentioned in,D60301
L130097,relationship,I13028,mentioned in,D20476
L130098,relationship,I13028,mentioned in,D130093
L130099,relationship,I13029,mentioned in,D130099
L130100,relationship,I13030,mentioned in,D130100
L130101,relationship,I13031,mentioned in,D170201
L130102,relationship,I13031,mentioned in,D80625
L130103,relationship,I13031,mentioned in,D20377
L130104,relationship,I13032,mentioned in,D191230
L130105,relationship,I13032,mentioned in,D10188
L130106,relationship,I13032,mentioned in,D230073
L130107,relationship,I13033,mentioned in,D10154
L130108,relationship,I13033,mentioned in,D110241
L130109,relationship,I13033,mentioned in,D170069
L130110,relationship,I13034,mentioned in,D60329
L130111,relationship,I13035,mentioned in,D120068
L130112,relationship,I13035,mentioned in,D130112
L130113,relationship,I13036,mentioned in,D70277
L130114,relationship,I13037,mentioned in,D21314
L130116,relationship,I13037,mentioned in,D60425
L130117,relationship,I13037,mentioned in,D130117
L130118,relationship,I13038,mentioned in,D130118
L130119,relationship,I13038,mentioned in,D130119
L130120,relationship,I13038,mentioned in,D130120
L130121,relationship,I13038,mentioned in,D130121
L130122,relationship,I13038,mentioned in,D130122
L130123,relationship,I13039,mentioned in,D130123
L130124,relationship,I13039,mentioned in,D30408
L130125,relationship,I13039,mentioned in,D80195
L130126,relationship,I13039,mentioned in,D130126
L130127,relationship,I13040,mentioned in,D170210
L130128,relationship,I13040,mentioned in,D60536
L130129,relationship,I13040,mentioned in,D20836
L130130,relationship,I13040,mentioned in,D60540
L130131,relationship,I13040,mentioned in,D210039
L130132,relationship,I13040,mentioned in,D140053
L130133,relationship,I13040,mentioned in,D130744
L130134,relationship,I13040,mentioned in,D130134
L130135,relationship,I13040,mentioned in,D230917
L130136,relationship,I13040,mentioned in,D130136
L130137,relationship,I13040,mentioned in,D170208
L130138,relationship,I13040,mentioned in,D50127
L130139,relationship,I13040,mentioned in,D110379
L130140,relationship,I13040,mentioned in,D160532
L130141,relationship,I13040,mentioned in,D191433
L130142,relationship,I13040,mentioned in,D170209
L130143,relationship,I13040,mentioned in,D20152
L130144,relationship,I13040,mentioned in,D130144
L130145,relationship,I13040,mentioned in,D60519
L130146,relationship,I13040,mentioned in,D200124
L130147,relationship,I13040,mentioned in,D130147
L130148,relationship,I13040,mentioned in,D170206
L130149,relationship,I13041,mentioned in,D130149
L130150,relationship,I13042,mentioned in,D21019
L130151,relationship,I13043,mentioned in,D130151
L130152,relationship,I13044,mentioned in,D130152
L130153,relationship,I13045,mentioned in,D50153
L130154,relationship,I13045,mentioned in,D10256
L130155,relationship,I13046,mentioned in,D230292
L130156,relationship,I13046,mentioned in,D130156
L130157,relationship,I13046,mentioned in,D130157
L130158,relationship,I13046,mentioned in,D230795
L130159,relationship,I13046,mentioned in,D90054
L130160,relationship,I13046,mentioned in,D130160
L130161,relationship,I13046,mentioned in,D130659
L130162,relationship,I13046,mentioned in,D130162
L130165,relationship,I13047,mentioned in,D130165
L130167,relationship,I13047,mentioned in,D130286
L130168,relationship,I13047,mentioned in,D130168
L130169,relationship,I13047,mentioned in,D130169
L130170,relationship,I13047,mentioned in,D130181
L130172,relationship,I13047,mentioned in,D130172
L130174,relationship,I13047,mentioned in,D160245
L130175,relationship,I13048,mentioned in,D170172
L130176,relationship,I13049,mentioned in,D40210
L130177,relationship,I13049,mentioned in,D130177
L130178,relationship,I13049,mentioned in,D30320
L130179,relationship,I13050,mentioned in,D130179
L130180,relationship,I13050,mentioned in,D20734
L130181,relationship,I13051,mentioned in,D130181
L130182,relationship,I13052,mentioned in,D20153
L130183,relationship,I13052,mentioned in,D130578
L130184,relationship,I13053,mentioned in,D130169
L130185,relationship,I13054,mentioned in,D10099
L130186,relationship,I13054,mentioned in,D170312
L130187,relationship,I13055,mentioned in,D190466
L130188,relationship,I13055,mentioned in,D130188
L130189,relationship,I13056,mentioned in,D210072
L130190,relationship,I13056,mentioned in,D130190
L130191,relationship,I13057,mentioned in,D130191
L130192,relationship,I13058,mentioned in,D130626
L130193,relationship,I13059,mentioned in,D200421
L130194,relationship,I13060,mentioned in,D200422
L130195,relationship,I13061,mentioned in,D130195
L130196,relationship,I13062,mentioned in,D200226
L130197,relationship,I13062,mentioned in,D130197
L130198,relationship,I13063,mentioned in,D140188
L130199,relationship,I13064,mentioned in,D80671
L130200,relationship,I13064,mentioned in,D140077
L130201,relationship,I13065,mentioned in,D130201
L130202,relationship,I13066,mentioned in,D130202
L130203,relationship,I13067,mentioned in,D230014
L130204,relationship,I13068,mentioned in,D90161
L130205,relationship,I13069,mentioned in,D130205
L130206,relationship,I13070,mentioned in,D40330
L130207,relationship,I13070,mentioned in,D230852
L130208,relationship,I13070,mentioned in,D40331
L130209,relationship,I13071,mentioned in,D120503
L130210,relationship,I13071,mentioned in,D190781
L130211,relationship,I13071,mentioned in,D190524
L130212,relationship,I13071,mentioned in,D90304
L130213,relationship,I13072,mentioned in,D130213
L130214,relationship,I13073,mentioned in,D130214
L130215,relationship,I13073,mentioned in,D40380
L130216,relationship,I13074,mentioned in,D170443
L130217,relationship,I13074,mentioned in,D130217
L130218,relationship,I13074,mentioned in,D130218
L130219,relationship,I13074,mentioned in,D130214
L130220,relationship,I13074,mentioned in,D130220
L130221,relationship,I13075,mentioned in,D130221
L130222,relationship,I13075,mentioned in,D170604
L130223,relationship,I13076,mentioned in,D140126
L130224,relationship,I13076,mentioned in,D120159
L130225,relationship,I13076,mentioned in,D200069
L130226,relationship,I13076,mentioned in,D20143
L130228,relationship,I13077,mentioned in,D130228
L130229,relationship,I13077,mentioned in,D130258
L130230,relationship,I13077,mentioned in,D80419
L130231,relationship,I13077,mentioned in,D130231
L130232,relationship,I13077,mentioned in,D130232
L130233,relationship,I13077,mentioned in,D130233
L130234,relationship,I13077,mentioned in,D250025
L130235,relationship,I13077,mentioned in,D230784
L130236,relationship,I13078,mentioned in,D40004
L130237,relationship,I13078,mentioned in,D130241
L130238,relationship,I13078,mentioned in,D90207
L130239,relationship,I13078,mentioned in,D130239
L130240,relationship,I13079,mentioned in,D40004
L130241,relationship,I13079,mentioned in,D130241
L130242,relationship,I13079,mentioned in,D90207
L130243,relationship,I13079,mentioned in,D130239
L130244,relationship,I13080,mentioned in,D190484
L130245,relationship,I13080,mentioned in,D130245
L130246,relationship,I13080,mentioned in,D190486
L130247,relationship,I13081,mentioned in,D130247
L130248,relationship,I13082,mentioned in,D130249
L130249,relationship,I13083,mentioned in,D130249
L130250,relationship,I13084,mentioned in,D30509
L130251,relationship,I13084,mentioned in,D130247
L130252,relationship,I13085,mentioned in,D80268
L130253,relationship,I13086,mentioned in,D130253
L130254,relationship,I13087,mentioned in,D130254
L130255,relationship,I13087,mentioned in,D70203
L130256,relationship,I13087,mentioned in,D80680
L130257,relationship,I13087,mentioned in,D20884
L130258,relationship,I13088,mentioned in,D130258
L130259,relationship,I13089,mentioned in,D120360
L130260,relationship,I13090,mentioned in,D20254
L130261,relationship,I13091,mentioned in,D170086
L130262,relationship,I13092,mentioned in,D130262
L130263,relationship,I13093,mentioned in,D130634
L130264,relationship,I13093,mentioned in,D130264
L130265,relationship,I13093,mentioned in,D10306
L130266,relationship,I13093,mentioned in,D130266
L130267,relationship,I13093,mentioned in,D130267
L130268,relationship,I13094,mentioned in,D130268
L130269,relationship,I13094,mentioned in,D230836
L130270,relationship,I13095,mentioned in,D70150
L130271,relationship,I13096,mentioned in,D130271
L130272,relationship,I13096,mentioned in,D30008
L130273,relationship,I13097,mentioned in,D130273
L130274,relationship,I13098,mentioned in,D130801
L130275,relationship,I13099,mentioned in,D130275
L130276,relationship,I13099,mentioned in,D130276
L130277,relationship,I13099,mentioned in,D130277
L130278,relationship,I13099,mentioned in,D80111
